accession	protein_name	gene_names	reviewed	length	go	subcellular_location	keywords	ec
A0A0H3GVC7	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)	ftsI KPHS_33530	unreviewed	582	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004377}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004377}.	Carboxypeptidase;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Septation;Transmembrane;Transmembrane helix	3.4.16.4
A0A0H3GNQ5	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	nqrE KPHS_09690	unreviewed	198	endomembrane system [GO:0012505]; Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00429}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00429}. Endomembrane system {ECO:0000256|ARBA:ARBA00004127}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004127}.	Cell inner membrane;Cell membrane;Ion transport;Membrane;NAD;Reference proteome;Sodium;Sodium transport;Translocase;Transmembrane;Transmembrane helix;Transport;Ubiquinone	7.2.1.1
A0A0H3GTX1	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	mrdA KPHS_15060	unreviewed	633	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02081}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02081}. Cell membrane {ECO:0000256|ARBA:ARBA00004236}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.	Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Transmembrane;Transmembrane helix	3.4.16.4
A0A0H3GJY6	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH KPHS_15070	unreviewed	155	cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00658}.	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	2.1.1.177
A0A0H3GLB2	Biotin sulfoxide reductase	KPHS_14800	unreviewed	769	outer membrane-bounded periplasmic space [GO:0030288]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]; anaerobic respiration [GO:0009061]		Metal-binding;Molybdenum;Oxidoreductase;Reference proteome	
A0A0H3GQB7	Tol-Pal system protein TolQ	tolQ KPHS_15780	unreviewed	230	plasma membrane [GO:0005886]; bacteriocin transport [GO:0043213]; cell division [GO:0051301]; protein import [GO:0017038]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02202}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02202}. Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GX23	RecBCD enzyme subunit RecC (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	recC KPHS_42940	unreviewed	1125	exodeoxyribonuclease V complex [GO:0009338]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; exodeoxyribonuclease V activity [GO:0008854]; double-strand break repair via homologous recombination [GO:0000724]		ATP-binding;DNA damage;DNA repair;DNA-binding;Exonuclease;Helicase;Hydrolase;Nuclease;Nucleotide-binding;Reference proteome	
A0A0H3GY30	Lipopolysaccharide export system protein LptA	lptA KPHS_47490	unreviewed	181	cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]; glycolipid transfer activity [GO:0017089]; lipopolysaccharide binding [GO:0001530]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipopolysaccharide transport [GO:0015920]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|HAMAP-Rule:MF_01914}.	Periplasm;Reference proteome;Signal;Transport	
A0A0H3GZ45	Rod shape-determining protein MreD	KPHS_47880	unreviewed	162	plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|PIRNR:PIRNR018472}. Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell inner membrane;Cell membrane;Cell shape;Membrane;Reference proteome;Transmembrane;Transmembrane helix	
A0A0H3GLK4	histidine kinase (EC 2.7.13.3) (Sensor histidine protein kinase/phosphatase PhoQ)	KPHS_20120	unreviewed	488	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.	ATP-binding;Cell inner membrane;Cell membrane;Hydrolase;Kinase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Protein phosphatase;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system	2.7.13.3
A0A0H3GNF4	Type II secretion system protein L (T2SS protein L)	KPHS_08790	unreviewed	397	Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004377}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004377}.	Cell inner membrane;Cell membrane;Membrane;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GXU0	Acid stress chaperone HdeB	hdeB KPHS_46140	unreviewed	101	periplasmic space [GO:0042597]; unfolded protein binding [GO:0051082]; cellular stress response to acidic pH [GO:1990451]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|HAMAP-Rule:MF_00947}.	Chaperone;Periplasm;Reference proteome;Signal	
A0A0H3H0B2	PTS system N-acetylmuramic acid-specific EIIBC component (EC 2.7.1.192) (EIIBC-MurNAc)	KPHS_52130	unreviewed	477	plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity [GO:0090588]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.	Cell membrane;Kinase;Membrane;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport	2.7.1.192
A0A0H3H2U3	Protein SprT	sprT KPHS_44460	unreviewed	166	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]; response to stress [GO:0006950]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00746}.	Coiled coil;Cytoplasm;Metal-binding;Reference proteome;Zinc	
A0A0H3H4C3	Dipeptide transport system permease protein DppC	KPHS_50560	unreviewed	300	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; protein transport [GO:0015031]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GN23	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	KPHS_07440	unreviewed	342	[citrate (pro-3S)-lyase] ligase activity [GO:0008771]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; ATP binding [GO:0005524]; lyase activity [GO:0016829]		ATP-binding;Ligase;Lyase;Nucleotide-binding;Reference proteome	6.2.1.22
A0A0H3GNE6	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase)	KPHS_08690	unreviewed	159	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]		ATP-binding;Folate biosynthesis;Kinase;Nucleotide-binding;Reference proteome;Transferase	2.7.6.3
A0A0H3GQ20	Cytochrome d terminal oxidase, polypeptide subunit I	KPHS_15740	unreviewed	522	cytochrome complex [GO:0070069]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}.	Cell inner membrane;Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GQD0	L-cystine transport system permease protein TcyL	KPHS_34370	unreviewed	222	ATP-binding cassette (ABC) transporter complex [GO:0043190]; L-cystine transmembrane transporter activity [GO:0015184]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GRC9	Oligopeptide transport system permease protein OppB	KPHS_31900	unreviewed	306	plasma membrane [GO:0005886]; peptide transport [GO:0015833]; protein transport [GO:0015031]; transmembrane transport [GO:0055085]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.	Cell inner membrane;Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	
A0A0H3GU71	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD KPHS_31590	unreviewed	249	plasma membrane [GO:0005886]; ABC-type vitamin B12 transporter activity [GO:0015420]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01005}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01005}.	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	7.6.2.8
A0A0H3GUP0	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd KPHS_33340	unreviewed	371	cytoplasm [GO:0005737]; 3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]; nucleotide binding [GO:0000166]; ribonuclease D activity [GO:0033890]; tRNA 3'-end processing [GO:0042780]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01899}.	Cytoplasm;Exonuclease;Hydrolase;Nuclease;Reference proteome;tRNA processing	3.1.13.5
A0A0H3GV06	L-cystine-binding protein TcyJ (Protein FliY)	KPHS_34390	unreviewed	266	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; ligand-gated monoatomic ion channel activity [GO:0015276]; amino acid transport [GO:0006865]	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.	Amino-acid transport;Periplasm;Reference proteome;Signal;Transport	
A0A0H3GV48	Tyrosine recombinase XerD	xerD KPHS_43900	unreviewed	298	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01807}.	Cell cycle;Cell division;Chromosome partition;Cytoplasm;DNA integration;DNA recombination;DNA-binding;Reference proteome	
A0A0H3GWL2	Large ribosomal subunit protein uL29	rpmC KPHS_48600	unreviewed	63	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]		Coiled coil;Reference proteome;Ribonucleoprotein;Ribosomal protein	
A0A0H3GYA9	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	KPHS_44480	unreviewed	243	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR015601}.	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	2.1.1.193
A0A0H3GYB3	Small ribosomal subunit protein uS17	rpsQ KPHS_48590	unreviewed	84	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]		Reference proteome;Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding	
A0A0H3GZJ2	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme)	KPHS_49380	unreviewed	697	4-alpha-glucanotransferase activity [GO:0004134]; carbohydrate metabolic process [GO:0005975]		Carbohydrate metabolism;Glycosyltransferase;Reference proteome;Transferase	2.4.1.25
A0A0H3H2C7	HTH-type transcriptional regulator GalR (Galactose operon repressor)	KPHS_43110	unreviewed	338	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; galactose metabolic process [GO:0006012]		Carbohydrate metabolism;DNA-binding;Galactose metabolism;Reference proteome;Repressor;Transcription;Transcription regulation	
A0A0H3H395	RNA polymerase sigma factor RpoD (Sigma-70)	rpoD KPHS_46060	unreviewed	613	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00963}.	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	
A0A0H3GJZ9	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt KPHS_15220	unreviewed	512	plasma membrane [GO:0005886]; N-acyltransferase activity [GO:0016410]; lipoprotein biosynthetic process [GO:0042158]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429, ECO:0000256|HAMAP-Rule:MF_01148}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429, ECO:0000256|HAMAP-Rule:MF_01148}.	Acyltransferase;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	2.3.1.269
A0A0H3GLL3	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	KPHS_15900	unreviewed	350	cytoplasm [GO:0005737]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; identical protein binding [GO:0042802]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]		Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Reference proteome;Transferase	2.5.1.54
A0A0H3GMZ1	Dimethyl sulfoxide reductase, major subunit	KPHS_24920	unreviewed	811	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; dimethyl sulfoxide reductase activity [GO:0009389]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; anaerobic respiration [GO:0009061]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004413}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004413}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004413}.	4Fe-4S;Cell membrane;Iron;Iron-sulfur;Membrane;Metal-binding;Molybdenum;Oxidoreductase;Reference proteome;Signal	
A0A0H3GRB3	Large ribosomal subunit protein bL35	rpmI KPHS_31700	unreviewed	65	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]		Reference proteome;Ribonucleoprotein;Ribosomal protein	
A0A0H3GRN8	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase)	KPHS_21690	unreviewed	196	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; corrinoid adenosyltransferase activity [GO:0008817]; cobalamin biosynthetic process [GO:0009236]; porphyrin-containing compound biosynthetic process [GO:0006779]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR015617}.	ATP-binding;Cobalamin biosynthesis;Cytoplasm;Nucleotide-binding;Porphyrin biosynthesis;Reference proteome;Transferase	2.5.1.17
